step,vehicles,pedestrians,waiting_vehicles,waiting_pedestrians,avg_vehicle_wait,avg_pedestrian_wait,phase,phase_duration,time_in_phase,state,q_table_size,epsilon
786,6.960542349243443,2,1,0,2.6150347206243105,0.7905032933225682,3,20,20,"(2,1,1,0)",836,0.08908030008335649
787,8.961229317093226,1,1,0,0.35869670110601953,1.199692390806411,1,31,16,"(2,1,1,0)",837,0.08906640733537094
788,6.961910310698383,2,0,0,0.16312776252893368,0.9720752172979922,3,25,12,"(2,1,1,0)",838,0.08905251458738539
789,7.96258532798449,2,2,0,0.1740418218921169,0.16113203816756477,1,32,20,"(2,1,1,0)",839,0.08903862183939984
790,11.963254366895328,1,1,0,2.586078058435542,2.2544294401519513,0,23,21,"(2,1,1,0)",840,0.08902472909141429
791,8.963917425392887,2,1,0,0.2845354996936708,4.134893506931802,0,32,8,"(2,1,1,0)",841,0.08901083634342874
792,7.964574501457378,2,1,0,0.33600805154842284,0.5211292976074478,0,19,13,"(2,1,1,0)",842,0.08899694359544319
793,8.965225593087231,2,1,0,0.6053089399374697,0.8701862985260339,3,23,2,"(2,1,1,0)",843,0.08898305084745763
794,7.965870698299108,4,0,0,0.18399549654313907,0.490128280604436,2,16,19,"(2,1,1,0)",844,0.08896915809947208
795,9.966509815127909,5,4,0,1.3653692553800845,1.9030806374938756,1,19,15,"(2,1,1,0)",845,0.08895526535148653
796,8.967142941626772,0,2,0,1.0031409127098139,5.512776636464617,3,29,0,"(2,1,1,0)",846,0.08894137260350098
797,4.967770075867083,3,1,0,1.1972073867763655,0.554837623229609,1,28,23,"(2,1,1,0)",847,0.08892747985551543
798,5.9683912159384835,4,2,0,0.5336071144081579,1.349024270625882,2,15,2,"(2,1,1,0)",848,0.08891358710752988
799,8.969006359948873,2,1,0,0.29521629309233444,4.980956050326408,0,16,18,"(2,1,1,0)",849,0.08889969435954433
800,3.9696155060244163,4,3,0,0.4445038527199889,0.033934652770633414,0,21,21,"(2,1,1,0)",850,0.08888580161155878
801,8.970218652309548,1,1,0,0.10234666598825921,1.3396941153047723,3,21,23,"(2,1,1,0)",851,0.08887190886357321
802,3.9708157969669804,4,1,0,0.8119807099905464,2.0450762577261115,3,31,20,"(2,1,1,0)",852,0.08885801611558766
803,4.971406938177707,5,2,0,1.2931747645341882,4.575315326536895,0,22,7,"(2,1,1,0)",853,0.08884412336760211
804,9.97199207414101,3,1,0,0.6017151943264879,3.427487606754342,1,23,9,"(2,1,1,0)",854,0.08883023061961656
805,6.972571203074462,3,2,0,0.4444293105083902,2.159983723710384,0,26,2,"(2,1,1,0)",855,0.08881633787163101
806,9.973144323213939,4,3,0,1.4498061255828187,4.471450577236238,2,25,19,"(2,1,1,0)",856,0.08880244512364546
807,6.973711432813614,3,2,0,0.05591814053259767,0.18024369932112186,3,31,10,"(2,1,1,0)",857,0.08878855237565991
808,5.974272530145976,3,2,0,0.15051785591114447,2.7579690465026503,1,21,13,"(2,1,1,0)",858,0.08877465962767436
809,11.974827613501823,1,2,0,0.51703947218643,2.016810736432748,0,26,8,"(2,1,1,0)",859,0.08876076687968881
810,8.975376681190275,3,0,0,0.42435009845175903,2.897700498099324,3,28,15,"(2,1,1,0)",860,0.08874687413170326
811,9.975919731538777,2,0,0,1.7845214651080377,0.523524796537266,3,27,21,"(2,1,1,0)",861,0.0887329813837177
812,6.976456762893106,2,1,0,0.13092446769954955,3.5025848282028993,0,15,16,"(2,1,1,0)",862,0.08871908863573215
813,4.976987773617367,5,0,0,0.9620881653521874,3.5153542411066483,0,19,0,"(2,1,1,0)",863,0.0887051958877466
814,5.977512762094012,1,1,0,0.8111314121832595,0.008464368796615813,2,19,11,"(2,1,1,0)",864,0.08869130313976105
815,6.978031726723834,4,1,0,0.12836858892118694,0.6705551136266462,2,24,12,"(2,1,1,0)",865,0.0886774103917755
816,7.978544665925977,6,0,0,1.057565105898928,0.6501506297246478,3,23,22,"(2,1,1,0)",866,0.08866351764378995
817,7.9790515781379385,8,1,0,1.0777188258095247,1.6800167398882908,0,25,0,"(2,1,1,0)",867,0.0886496248958044
818,6.979552461815578,5,0,0,0.6236535503445118,3.666251809522662,2,26,12,"(2,1,1,0)",868,0.08863573214781884
819,6.980047315433115,4,2,0,0.10879526575129395,0.027691286957007812,3,34,13,"(2,1,1,0)",869,0.08862183939983329
820,6.98053613748314,2,2,0,0.3968434640114633,0.4743463988085054,0,25,21,"(2,1,1,0)",870,0.08860794665184774
821,11.981018926476617,6,0,0,0.5939009792293563,1.227654589142861,0,25,4,"(2,1,1,0)",871,0.08859405390386219
822,6.981495680942887,3,3,0,0.6630315299010171,8.594552005930703,0,16,5,"(2,1,1,0)",872,0.08858016115587664
823,7.981966399429672,2,1,0,0.7090344837724993,0.12600328253972234,3,31,2,"(2,1,1,0)",873,0.08856626840789109
824,5.982431080503083,4,1,0,0.9648245943959964,3.0991097681451705,0,22,11,"(2,1,1,0)",874,0.08855237565990554
825,4.982889722747621,4,2,0,2.1708071775413464,0.8397416047344518,1,17,11,"(2,1,1,0)",875,0.08853848291191999
826,5.9833423247661806,4,3,0,0.15987707353588781,2.623134707817053,3,22,2,"(2,1,1,0)",876,0.08852459016393444
827,8.98378888518006,2,0,0,0.6093524801028694,0.9935182904437718,2,33,2,"(2,1,1,0)",877,0.08851069741594889
828,19.984229402628955,2,1,0,0.9552399411023134,0.5728969028470453,1,22,3,"(2,1,1,0)",878,0.08849680466796332
829,5.984663875770977,2,1,0,0.46611847702561937,1.009204941387627,3,34,1,"(2,1,1,0)",879,0.08848291191997777
830,3.985092303282644,2,0,0,0.8221918713576883,1.0258563620757062,0,22,10,"(2,1,1,0)",880,0.08846901917199222
831,5.9855146838588915,1,1,0,0.6925787254930043,3.015197834947883,2,30,9,"(2,1,1,0)",881,0.08845512642400667
832,3.985931016213074,3,2,0,1.4956765624596713,2.6712548681275443,0,33,2,"(2,1,1,0)",882,0.08844123367602112
833,9.986341299076972,3,2,0,1.1015602485687013,0.13197404992901046,3,17,21,"(2,1,1,0)",883,0.08842734092803557
834,7.986745531200793,0,0,0,0.36780540119881033,2.9812968959928243,0,34,10,"(2,1,1,0)",884,0.08841344818005002
835,4.987143711353175,3,0,0,0.17285916101113302,0.3425836610852779,3,33,14,"(2,1,1,0)",885,0.08839955543206447
836,7.987535838321193,2,3,0,0.023152078233579027,0.0213768280474004,3,30,6,"(2,1,1,0)",886,0.08838566268407891
837,5.98792191091036,3,1,0,1.076637896910474,0.3871514985897022,2,24,16,"(2,1,1,0)",887,0.08837176993609336
838,8.988301927944631,1,3,0,1.1514638698265738,0.18018644679712686,1,32,12,"(2,1,1,0)",888,0.08835787718810781
839,6.9886758882664095,1,1,0,1.5896547410524744,0.6645931805486882,1,33,21,"(2,1,1,0)",889,0.08834398444012226
840,8.989043790736547,3,1,0,0.2645973474179001,4.550600297452952,2,18,9,"(2,1,1,0)",890,0.08833009169213671
841,6.989405634234348,1,0,0,0.4275046834813508,1.3532865076984195,3,21,9,"(2,1,1,0)",891,0.08831619894415116
842,5.989761417657577,4,3,0,0.4185711872648056,0.19814931548687814,1,27,22,"(2,1,1,0)",892,0.08830230619616561
843,4.990111139922453,3,0,0,0.6114096743034686,2.5987338741557653,3,16,19,"(2,1,1,0)",893,0.08828841344818006
844,6.990454799963662,1,0,0,0.979563671983788,1.5842901658783979,1,21,10,"(2,1,1,0)",894,0.08827452070019451
845,9.990792396734358,4,1,0,0.6968185627669841,0.08117648947879638,2,29,6,"(2,1,1,0)",895,0.08826062795220896
846,9.99112392920616,3,1,0,0.044571488980620896,1.3830663999053123,1,25,19,"(2,1,1,0)",896,0.0882467352042234
847,4.991449396369164,2,3,0,0.9410196709085223,2.1561527681626345,1,20,18,"(2,1,1,0)",897,0.08823284245623784
848,10.991768797231941,4,2,0,0.7627984792179808,0.39672696854182643,3,34,4,"(2,1,1,0)",898,0.0882189497082523
849,7.992082130821539,2,1,0,0.7362230745726841,7.59455855557231,2,31,9,"(2,1,1,0)",899,0.08820505696026675
850,6.992389396183491,1,1,0,2.1083246307827457,2.511834043560627,1,19,7,"(2,1,1,0)",900,0.0881911642122812
851,4.992690592381813,1,0,0,0.41666643068054277,0.25803521346113334,2,29,24,"(2,1,1,0)",901,0.08817727146429565
852,4.992985718499009,3,1,0,0.34644037817543416,0.9980222082788277,3,23,24,"(2,1,1,0)",902,0.0881633787163101
853,8.993274773636074,2,1,0,0.15775789262585155,1.1021967359891205,2,26,4,"(2,1,1,0)",903,0.08814948596832453
854,8.993557756912494,3,1,0,0.3127204795036891,1.448077500382123,3,15,23,"(2,1,1,0)",904,0.08813559322033898
855,6.993834667466256,4,1,0,0.7970616942669823,0.12954084150357875,3,17,4,"(2,1,1,0)",905,0.08812170047235343
856,5.994105504453841,4,1,0,0.5387700702697099,0.3031021909972864,3,26,22,"(2,1,1,0)",906,0.08810780772436788
857,7.994370267050232,0,1,0,0.5544200890084655,3.3276807420913777,0,21,23,"(2,1,1,0)",907,0.08809391497638233
858,8.994628954448917,2,0,0,0.09500134088072432,0.6016454338758176,3,31,5,"(2,1,1,0)",908,0.08808002222839678
859,5.994881565861888,4,0,0,0.4645835682253771,7.067456729401861,1,22,9,"(2,1,1,0)",909,0.08806612948041123
860,6.995128100519649,2,0,0,0.3552800155048663,0.343818333807609,0,32,20,"(2,1,1,0)",910,0.08805223673242568
861,9.99536855767121,3,1,0,0.9857700096360059,0.1646983441731181,3,15,9,"(2,1,1,0)",911,0.08803834398444013
862,10.995602936584099,1,0,0,0.08607463300508633,0.007023527296753676,0,32,22,"(2,1,1,0)",912,0.08802445123645458
863,8.995831236544358,4,2,0,1.1606601634649318,2.1613883598869084,1,20,10,"(2,1,1,0)",913,0.08801055848846902
864,4.996053456856544,2,2,0,0.5474256190969835,2.2056075793959344,2,21,20,"(2,1,1,0)",914,0.08799666574048347
865,7.996269596843733,2,3,0,0.8726633468886323,0.012492990216618465,3,15,19,"(2,1,1,0)",915,0.08798277299249792
866,3.996479655847531,4,4,0,3.5606143459398467,1.5049448686800722,0,22,12,"(2,1,1,0)",916,0.08796888024451237
867,9.996683633228056,4,0,0,1.2835492246678237,4.616409853895747,3,15,4,"(2,1,1,0)",917,0.08795498749652682
868,4.9968815283639625,2,2,0,0.5431194022217022,0.3225175617115153,2,34,4,"(2,1,1,0)",918,0.08794109474854127
869,11.997073340652424,6,0,0,0.3789837551047952,0.6385663244035422,1,23,2,"(2,1,1,0)",919,0.08792720200055572
870,8.997259069509148,2,0,0,1.7173049560036604,0.007448636021019557,2,32,22,"(2,1,1,0)",920,0.08791330925257017
871,6.997438714368372,0,0,0,0.13056089527742268,7.123276370880145,2,30,24,"(2,1,1,0)",921,0.0878994165045846
872,12.997612274682869,2,0,0,0.24534086855856607,0.4232774326557415,2,21,2,"(2,1,1,0)",922,0.08788552375659905
873,7.99777974992394,2,0,0,1.6308613886431598,0.0939794069220685,0,19,21,"(2,1,1,0)",923,0.0878716310086135
874,10.99794113958143,7,1,0,0.23802458756568445,0.9924481286854704,1,15,20,"(2,1,1,0)",924,0.08785773826062795
875,10.998096443163716,2,0,0,0.1579300942951577,0.07993844348385142,3,25,6,"(2,1,1,0)",925,0.0878438455126424
876,9.998245660197718,3,1,0,1.3449129971164002,0.37533412435717395,1,21,18,"(2,1,1,0)",926,0.08782995276465685
877,8.998388790228892,4,1,0,0.46278585745977135,0.7336354355042805,2,25,13,"(2,1,1,0)",927,0.0878160600166713
878,6.998525832821242,1,1,0,1.7255995609443382,1.0292467036437674,2,15,5,"(2,1,1,0)",928,0.08780216726868575
879,3.9986567875573122,3,1,0,0.2953884484369326,0.8835847364665607,1,34,6,"(2,1,1,0)",929,0.0877882745207002
880,6.998781654038192,1,0,0,0.7001116105265841,0.6862402595067353,3,32,7,"(2,1,1,0)",930,0.08777438177271465
881,4.998900431883515,3,1,0,0.29238756574930064,0.8196816564111901,1,23,2,"(2,1,1,0)",931,0.08776048902472909
882,9.999013120731464,1,2,0,1.4388861786319809,2.4659658029498432,1,27,20,"(2,1,1,0)",932,0.08774659627674354
883,7.9991197202387685,9,0,0,0.31177525832461406,7.8304898185110705,1,22,7,"(2,1,1,0)",933,0.08773270352875799
884,10.99922023008071,1,0,0,0.29826986468719463,0.3303178699800758,3,27,12,"(2,1,1,0)",934,0.08771881078077244
885,5.999314649951114,4,1,0,0.6265223151737385,2.275590976889807,2,34,16,"(2,1,1,0)",935,0.08770491803278689
886,4.999402979562366,6,2,0,0.7546858299363262,2.315219600198859,1,16,24,"(2,1,1,0)",936,0.08769102528480134
887,12.999485218645397,3,0,0,0.20769203838998154,2.0866370077576417,2,15,5,"(2,1,1,0)",937,0.08767713253681579
888,5.999561366949691,5,1,0,0.011044449306246554,1.143177576484722,0,22,3,"(2,1,1,0)",938,0.08766323978883023
889,10.999631424243288,1,0,0,0.17120462370157033,0.02059412601751843,2,24,11,"(2,1,1,0)",939,0.08764934704084468
890,5.999695390312782,3,2,0,1.4071208891708087,0.5353444498991468,2,19,17,"(2,1,1,0)",940,0.08763545429285913
891,5.999753264963321,4,0,0,1.7420771278483427,0.12446194081906188,0,28,2,"(2,1,1,0)",941,0.08762156154487358
892,4.999805048018608,1,2,0,0.8956939994526725,1.8168010242233403,0,24,14,"(2,1,1,0)",942,0.08760766879688803
893,10.999850739320904,3,1,0,0.2458634940018435,2.630297275943891,1,21,14,"(2,1,1,0)",943,0.08759377604890248
894,11.999890338731024,4,0,0,0.16708938207766977,0.7711533713404825,2,27,2,"(2,1,1,0)",944,0.08757988330091693
895,10.999923846128343,7,0,0,0.1634245291435292,0.9487429238311343,2,29,0,"(2,1,1,0)",945,0.08756599055293138
896,8.99995126141079,4,1,0,1.8846866811475846,0.7312086448557952,0,16,17,"(2,1,1,0)",946,0.08755209780494583
897,4.999972584494854,1,1,0,0.5819887185914612,1.7012493849065375,1,22,5,"(2,1,1,0)",947,0.08753820505696028
898,8.999987815315581,2,2,0,0.6109306771330637,0.357393085606254,0,25,3,"(2,1,1,0)",948,0.08752431230897471
899,5.999996953826575,1,0,0,0.5159513627647975,14.870692913281028,0,26,20,"(2,1,1,0)",949,0.08751041956098916
900,9.0,1,1,0,0.9242650788257093,0.472643475258382,3,15,19,"(2,1,1,0)",950,0.08749652681300361
901,5.999996953826575,4,0,0,0.6262925632876738,0.688161815733174,1,30,10,"(2,1,1,0)",951,0.08748263406501806
902,5.999987815315581,3,1,0,0.8169050906618847,2.0565266558422493,1,20,4,"(2,1,1,0)",952,0.08746874131703251
903,6.999972584494854,1,1,0,2.1049740854134793,1.453511440225396,1,30,19,"(2,1,1,0)",953,0.08745484856904696
904,3.9999512614107893,0,0,0,1.117141594935229,1.734904989148391,2,23,11,"(2,1,1,0)",954,0.08744095582106141
905,7.999923846128342,1,2,0,0.22204053781234548,8.49732605118805,2,25,2,"(2,1,1,0)",955,0.08742706307307586
906,9.999890338731024,3,4,0,0.2737443361644695,0.4545043035388779,2,26,11,"(2,1,1,0)",956,0.0874131703250903
907,9.999850739320904,1,2,0,1.2980676231331114,0.7303783421274813,0,23,10,"(2,1,1,0)",957,0.08739927757710475
908,6.999805048018608,5,1,0,0.5775335879457488,0.6943819529572108,1,21,6,"(2,1,1,0)",958,0.0873853848291192
909,8.99975326496332,0,2,0,0.11319231258166357,3.0690369371132324,2,25,8,"(2,1,1,0)",959,0.08737149208113365
910,8.999695390312782,2,4,0,0.0530012409857866,0.9954647513652629,1,16,3,"(2,1,1,0)",960,0.0873575993331481
911,12.999631424243288,3,2,0,0.14558762076302054,1.5223728928443165,2,34,20,"(2,1,1,0)",961,0.08734370658516255
912,3.999561366949691,3,0,0,0.46999720794732397,0.0822129027805489,0,16,7,"(2,1,1,0)",962,0.087329813837177
913,4.999485218645397,2,0,0,0.03523412930395014,2.8778706222673343,2,32,6,"(2,1,1,0)",963,0.08731592108919145
914,7.999402979562366,6,0,0,0.07807724068603338,0.5715232114374453,3,15,10,"(2,1,1,0)",964,0.0873020283412059
915,9.999314649951115,1,2,0,1.057654114304095,0.6052972300254538,0,21,21,"(2,1,1,0)",965,0.08728813559322035
916,9.99922023008071,1,0,0,2.094033180080916,1.1621607644917562,2,34,24,"(2,1,1,0)",966,0.08727424284523479
917,6.9991197202387685,3,1,0,0.043859420080048325,0.01978383070326704,1,32,1,"(2,1,1,0)",967,0.08726035009724924
918,5.999013120731464,3,0,0,0.18016231372686897,0.2051080949453458,1,21,10,"(2,1,1,0)",968,0.08724645734926369
919,5.998900431883515,6,2,0,0.09923791119946285,2.835981426531248,0,20,16,"(2,1,1,0)",969,0.08723256460127814
920,10.998781654038192,5,2,0,0.6808841285067322,5.7990794924151325,0,31,7,"(2,1,1,0)",970,0.08721867185329259
921,6.998656787557312,5,1,0,1.2767055682972968,2.553184222278268,1,29,20,"(2,1,1,0)",971,0.08720477910530704
922,3.998525832821242,1,1,0,0.45919512038568416,0.01276081800117909,3,32,22,"(2,1,1,0)",972,0.08719088635732149
923,3.998388790228892,4,1,0,0.026866069862849198,1.2778258108328644,0,29,6,"(2,1,1,0)",973,0.08717699360933592
924,2.9982456601977168,3,0,0,0.3779148102656968,2.4454331005101366,2,19,9,"(2,1,1,0)",974,0.08716310086135037
925,6.998096443163716,4,1,0,0.146425081900751,1.5624814781355152,3,21,4,"(2,1,1,0)",975,0.08714920811336482
926,6.99794113958143,7,0,0,0.25784446944428246,3.428434840356412,1,19,13,"(2,1,1,0)",976,0.08713531536537927
927,8.99777974992394,1,0,0,0.0953530487551557,0.3922365121485164,0,28,1,"(2,1,1,0)",977,0.08712142261739372
928,12.997612274682869,0,1,0,0.3608472330908488,5.415961024120284,3,26,3,"(2,1,1,0)",978,0.08710752986940817
929,7.997438714368372,2,3,0,0.6452370887816089,3.5599375502723944,1,21,12,"(2,1,1,0)",979,0.08709363712142262
930,16.99725906950915,6,3,0,1.2256069340565665,4.460616255608533,2,32,5,"(2,1,1,0)",980,0.08707974437343707
931,6.997073340652424,1,1,0,0.38330418400195515,0.26603644705137125,3,30,5,"(2,1,1,0)",981,0.08706585162545152
932,6.9968815283639625,4,1,0,0.0012813140173581002,1.343641504209029,0,18,0,"(2,1,1,0)",982,0.08705195887746597
933,8.996683633228056,1,2,0,0.8901792566774553,0.636994338893406,3,19,2,"(2,1,1,0)",983,0.08703806612948041
934,7.996479655847531,5,3,0,0.9448140750600716,1.6267317077982337,3,17,4,"(2,1,1,0)",984,0.08702417338149486
935,6.996269596843734,2,0,0,0.11175428852187984,1.7926216039572551,0,17,1,"(2,1,1,0)",985,0.08701028063350931
936,5.996053456856544,1,1,0,0.5317447381793111,0.6051076164427934,2,33,3,"(2,1,1,0)",986,0.08699638788552376
937,6.995831236544358,2,2,0,0.04165925057551226,1.5751804279583468,3,32,10,"(2,1,1,0)",987,0.08698249513753821
938,8.995602936584099,5,2,0,0.7759594814942105,3.595328793519016,3,31,20,"(2,1,1,0)",988,0.08696860238955266
939,3.9953685576712106,4,0,0,1.8297839093542176,4.29752676276956,3,26,16,"(2,1,1,0)",989,0.08695470964156711
940,8.995128100519649,1,0,0,0.4232475129055471,1.7795197995711414,2,15,20,"(2,1,1,0)",990,0.08694081689358156
941,7.994881565861888,1,0,0,0.5094527832346517,1.6550972828488897,0,24,3,"(2,1,1,0)",991,0.086926924145596
942,12.994628954448917,5,1,0,2.485757838258547,1.8472851739599394,1,31,6,"(2,1,1,0)",992,0.08691303139761045
943,6.994370267050232,2,0,0,1.0513425002687276,1.3456155438884514,3,25,15,"(2,1,1,0)",993,0.0868991386496249
944,9.99410550445384,5,0,0,1.8548340223595159,1.2676339187072951,1,29,20,"(2,1,1,0)",994,0.08688524590163935
945,10.993834667466256,1,1,0,0.12009592308295286,0.8251181102189586,2,17,12,"(2,1,1,0)",995,0.0868713531536538
946,9.993557756912494,2,2,0,0.5085976820992837,0.9076162130855342,2,33,0,"(2,1,1,0)",996,0.08685746040566825
947,9.993274773636074,5,1,0,0.3010702353087245,0.33444487688536956,1,32,0,"(2,1,1,0)",997,0.0868435676576827
948,9.992985718499009,3,1,0,0.7761598838225325,0.10570896871680505,3,23,3,"(2,1,1,0)",998,0.08682967490969715
949,4.992690592381813,1,3,0,1.3779660608091877,1.7099771552524716,0,21,13,"(2,1,1,0)",999,0.0868157821617116
950,7.992389396183491,2,0,0,0.11957152052681119,0.903855228838399,3,23,8,"(2,1,1,0)",1000,0.08680188941372605
951,8.992082130821538,5,1,0,1.0537515405097333,1.2199787446426733,1,21,23,"(2,1,1,0)",1001,0.08678799666574048
952,12.991768797231941,3,1,0,0.6663318370109752,1.7142367977298625,1,19,19,"(2,1,1,0)",1002,0.08677410391775493
953,9.991449396369164,2,0,0,0.08521967980856571,1.4120872520614733,3,20,20,"(2,1,1,0)",1003,0.08676021116976938
954,8.99112392920616,3,0,0,1.1970465712237641,0.9939900590315284,3,26,6,"(2,1,1,0)",1004,0.08674631842178383
955,8.990792396734358,3,1,0,0.6437752495547121,2.5560170711571497,0,17,15,"(2,1,1,0)",1005,0.08673242567379828
956,6.990454799963662,2,3,0,0.30020588868993886,0.42816577993253696,3,23,2,"(2,1,1,0)",1006,0.08671853292581273
957,6.990111139922453,0,1,0,0.10990071278793988,0.1466793594791487,3,27,24,"(2,1,1,0)",1007,0.08670464017782718
958,5.989761417657577,5,0,0,0.2194660236384794,2.4913269076241953,0,32,15,"(2,1,1,0)",1008,0.08669074742984162
959,8.989405634234348,0,0,0,0.6413815785496899,0.266475396208552,0,16,19,"(2,1,1,0)",1009,0.08667685468185607
960,10.989043790736547,1,2,0,0.6276837033955731,6.323597458719119,0,25,24,"(2,1,1,0)",1010,0.08666296193387052
961,7.9886758882664095,4,3,0,2.137466933311099,0.6460619206222189,3,27,2,"(2,1,1,0)",1011,0.08664906918588497
962,10.988301927944631,3,0,0,0.1928303905833678,1.4813442218874564,1,19,21,"(2,1,1,0)",1012,0.08663517643789942
963,8.987921910910359,3,1,0,0.17032189766955244,1.3008499903489048,1,31,1,"(2,1,1,0)",1013,0.08662128368991387
964,4.987535838321193,2,0,0,1.4913390727650504,0.9645447591608282,0,25,13,"(2,1,1,0)",1014,0.08660739094192832
965,3.987143711353175,1,0,0,0.34970959162355636,1.6805405735624879,3,19,20,"(2,1,1,0)",1015,0.08659349819394277
966,6.986745531200793,6,2,0,0.38533182602787974,3.8057819047895345,1,20,18,"(2,1,1,0)",1016,0.08657960544595722
967,8.986341299076972,3,1,0,0.1541098025308107,1.844449029328069,1,25,4,"(2,1,1,0)",1017,0.08656571269797167
968,11.985931016213074,2,0,0,0.24240837009314695,0.0734248695356533,3,23,24,"(2,1,1,0)",1018,0.0865518199499861
969,8.985514683858892,1,0,0,1.6226876964606411,1.0737124754778622,1,17,9,"(2,1,1,0)",1019,0.08653792720200056
970,9.985092303282645,1,0,0,0.03645869236788572,0.04676278172036733,2,29,3,"(2,1,1,0)",1020,0.086524034454015
971,6.984663875770977,0,1,0,0.706444490360325,3.6586271615620447,1,25,2,"(2,1,1,0)",1021,0.08651014170602946
972,6.984229402628956,1,2,0,1.269396935269163,3.2801030975556293,3,24,0,"(2,1,1,0)",1022,0.0864962489580439
973,7.98378888518006,1,3,0,1.8940768413313749,1.1405803649949893,0,25,14,"(2,1,1,0)",1023,0.08648235621005836
974,11.98334232476618,1,1,0,0.829748195261751,7.1236890749059265,2,29,12,"(2,1,1,0)",1024,0.0864684634620728
975,5.982889722747621,1,1,0,0.08519054692000523,2.266021805565405,2,17,1,"(2,1,1,0)",1025,0.08645457071408726
976,7.982431080503083,3,0,0,0.6168243554999125,0.639440050699111,1,22,0,"(2,1,1,0)",1026,0.08644067796610169
977,8.981966399429673,3,0,0,0.7384851516727159,0.028818141694641676,1,28,17,"(2,1,1,0)",1027,0.08642678521811614
978,7.981495680942887,4,0,0,0.34800442867742215,2.4052252083968155,0,20,5,"(2,1,1,0)",1028,0.08641289247013059
979,7.981018926476618,5,2,0,1.2524903357986086,0.37967561760530916,0,30,3,"(2,1,1,0)",1029,0.08639899972214504
980,10.98053613748314,4,2,0,0.5893060312418238,6.812973420932727,2,28,10,"(2,1,1,0)",1030,0.08638510697415949
981,11.980047315433115,5,2,0,0.027285378248539317,1.6095380543226907,1,32,7,"(2,1,1,0)",1031,0.08637121422617394
982,6.979552461815578,1,2,0,2.163799581636851,0.827465176620473,0,23,17,"(2,1,1,0)",1032,0.08635732147818839
983,8.97905157813794,3,0,0,0.8702382531516006,0.21408206538671043,2,21,20,"(2,1,1,0)",1033,0.08634342873020284
984,4.978544665925977,2,1,0,2.3576919493864446,2.1146976103799964,0,23,12,"(2,1,1,0)",1034,0.08632953598221729
985,5.978031726723834,6,1,0,0.7570407317731686,0.21182716370675694,0,18,6,"(2,1,1,0)",1035,0.08631564323423174
986,9.977512762094012,4,2,0,0.8967224183037747,1.0729024736552257,3,15,0,"(2,1,1,0)",1036,0.08630175048624618
987,3.976987773617367,2,3,0,0.12338983482151578,4.8882934065510595,3,28,15,"(2,1,1,0)",1037,0.08628785773826063
988,6.976456762893106,1,0,0,0.0059661699835454034,2.902646427500818,1,21,1,"(2,1,1,0)",1038,0.08627396499027508
989,5.975919731538778,3,1,0,0.10078782495877614,2.196697889365944,3,25,0,"(2,1,1,0)",1039,0.08626007224228953
990,7.9753766811902755,5,0,0,0.18569352642241435,0.3766785766540814,0,20,20,"(2,1,1,0)",1040,0.08624617949430398
991,5.974827613501823,1,2,0,0.6444564171260382,1.328018787922652,1,18,21,"(2,1,1,0)",1041,0.08623228674631843
992,5.974272530145976,1,0,0,0.22615721315306136,6.535901719034273,1,28,20,"(2,1,1,0)",1042,0.08621839399833288
993,11.973711432813614,2,0,0,0.5183838120299764,1.5267292936017813,2,25,9,"(2,1,1,0)",1043,0.08620450125034732
994,5.973144323213939,2,0,0,1.3949319374225162,0.1512653073513758,0,20,4,"(2,1,1,0)",1044,0.08619060850236177
995,9.972571203074462,2,4,0,0.6819539550160608,1.3256207104703313,0,34,16,"(2,1,1,0)",1045,0.08617671575437622
996,14.97199207414101,2,2,0,0.6576686791438002,0.36204553541205603,2,27,0,"(2,1,1,0)",1046,0.08616282300639067
997,5.971406938177707,4,0,0,2.3786397376385473,0.09696187746475682,2,30,1,"(2,1,1,0)",1047,0.08614893025840512
998,4.97081579696698,3,0,0,0.30632563241296773,4.264383110842457,1,24,4,"(2,1,1,0)",1048,0.08613503751041957
999,6.970218652309548,7,3,0,1.2037081392397904,1.6392314994042096,1,22,24,"(2,1,1,0)",1049,0.08612114476243402
1000,8.969615506024416,3,0,0,1.6376975935590865,0.3114148063440723,3,25,11,"(2,1,1,0)",1050,0.08610725201444847
1001,9.969006359948873,2,0,0,1.5383063585341124,0.40152286725089287,2,33,2,"(2,1,1,0)",1051,0.08609335926646292
1002,4.9683912159384835,3,2,0,0.45692385632079385,0.319611042249729,3,24,22,"(2,1,1,0)",1052,0.08607946651847737
1003,6.967770075867083,6,4,0,0.660400588642074,2.1443166232575614,2,23,7,"(2,1,1,0)",1053,0.0860655737704918
1004,5.967142941626772,7,1,0,0.4463998683179261,1.939916271376936,0,20,20,"(2,1,1,0)",1054,0.08605168102250625
1005,12.966509815127909,2,0,0,0.06208297344151908,0.1842395321678185,0,31,8,"(2,1,1,0)",1055,0.0860377882745207
1006,11.965870698299108,5,1,0,2.0166389473417445,1.1395467377060096,1,34,3,"(2,1,1,0)",1056,0.08602389552653515
1007,4.96522559308723,4,0,0,1.0357630463181622,0.5612864209073711,1,21,16,"(2,1,1,0)",1057,0.0860100027785496
1008,7.964574501457378,2,1,0,1.318003198019049,0.3039580200834117,0,34,7,"(2,1,1,0)",1058,0.08599611003056405
1009,10.963917425392887,3,1,0,0.21114589930232364,0.9851956196967023,3,18,15,"(2,1,1,0)",1059,0.0859822172825785
