step,vehicles,pedestrians,waiting_vehicles,waiting_pedestrians,avg_vehicle_wait,avg_pedestrian_wait,phase,phase_duration,time_in_phase
968,8.985931016213074,2,1,1,1.43491365487514,2.483165731136006,2,23,18
969,6.9855146838588915,4,1,2,1.7197492392337328,1.255773801164828,1,38,28
970,9.985092303282645,3,1,1,2.148788086978476,0.7105097425324574,3,23,18
971,9.984663875770977,2,4,0,1.0244506639220914,0.5264301061410477,0,30,18
972,9.984229402628955,1,0,2,0.09086984812947754,2.286161212116,2,20,11
973,6.98378888518006,0,2,1,0.5445053393655016,0.7114035636626768,2,22,15
974,10.98334232476618,0,1,0,0.0045580239498130585,1.2629685801530481,2,35,21
975,10.98288972274762,4,4,0,1.085256201053206,0.0882367169866479,1,38,28
976,6.982431080503083,2,1,0,4.429331072158591,0.7407640147906087,3,26,19
977,7.981966399429672,1,2,1,2.1059456951549254,1.6492852796819264,2,35,1
978,12.981495680942887,2,0,1,0.7991841606694701,3.9746878767053873,2,34,3
979,5.981018926476618,1,1,0,1.4780017937117174,1.1672200616028863,1,24,13
980,4.98053613748314,7,3,1,1.6251881948058127,0.8744616152257007,2,36,18
981,7.980047315433115,3,2,1,1.084157256510048,1.8145737378968851,0,31,6
982,8.979552461815578,1,3,2,2.6014893386070637,0.12760607983862857,2,29,9
983,6.979051578137939,2,1,0,0.46604771289891217,1.0920119891981135,2,23,15
984,5.978544665925977,1,3,2,1.3427615622731268,0.3633668706896389,0,25,19
985,8.978031726723835,6,1,1,0.08019920951508125,0.730981923452132,2,24,0
986,4.977512762094012,2,6,1,0.17854771630505914,1.2384387183987913,2,28,6
987,5.976987773617367,8,1,0,3.3456317493124486,0.14946507052581162,0,30,10
988,8.976456762893106,0,1,1,0.9398788606698848,3.9893143410660414,2,26,10
989,4.975919731538778,1,3,1,1.6847796805399842,0.8030315326205651,0,28,19
990,11.975376681190276,1,1,1,2.4417065144724392,0.6626254548305739,2,24,28
991,9.974827613501823,1,3,1,3.264193447088836,1.0522771195667668,0,20,13
992,8.974272530145976,3,1,0,0.11284593562829957,1.1465560859380024,3,34,24
993,6.973711432813614,2,3,2,1.452097972908234,4.187502366356385,0,36,3
994,4.973144323213939,5,3,0,1.1925984817225628,0.8378324258905867,2,29,14
995,8.972571203074462,2,2,3,1.0999557042259618,1.5429976536098136,1,35,10
996,4.97199207414101,3,2,0,0.18858826423774613,1.7237170682940937,3,22,29
997,8.971406938177708,2,1,3,1.7803893848671715,0.9118295114340608,0,33,6
998,5.97081579696698,6,3,0,0.4550210001543848,3.823372565535872,0,29,10
999,3.9702186523095477,6,0,1,0.3015444432251377,2.4453300213737257,0,27,10
1000,14.969615506024416,4,3,2,1.4742137801608408,3.1913297135005427,2,36,13
1001,3.969006359948873,7,2,1,0.29103195837536705,0.1402958783507586,2,30,5
1002,4.9683912159384835,1,4,3,0.8287414702985525,4.280274670251778,2,36,21
1003,7.967770075867083,4,1,1,0.4584310329136423,0.6873478405279929,0,20,11
1004,6.967142941626772,5,1,1,2.08117009592228,0.24074471978761547,1,38,17
1005,6.9665098151279095,2,3,1,3.7047509534758762,2.7047241291058377,3,31,13
1006,7.965870698299108,3,3,0,2.0889588399121357,0.6147060521650662,2,25,14
1007,4.96522559308723,2,3,0,0.6067721625415549,1.3043267709755524,3,25,20
1008,8.964574501457378,4,3,3,0.21321652125662452,3.076747288716751,1,36,3
1009,4.9639174253928875,0,3,0,1.4382731642264655,0.2707966136168471,2,36,11
1010,6.9632543668953275,5,2,0,2.808299985891997,0.34165303489377125,0,32,26
1011,7.96258532798449,2,3,1,0.6159280338969828,2.7333115164518644,2,29,28
1012,10.961910310698382,1,2,0,0.04995349113020931,1.4928654197270108,0,38,10
1013,7.961229317093226,1,2,0,0.1593497806525646,0.6250200890344559,1,37,0
1014,6.960542349243443,2,3,1,0.5788095413861559,1.813088214743857,2,20,24
1015,6.959849409241659,1,2,2,0.8300426386252494,2.4099340863794714,3,21,18
1016,8.959150499198689,6,2,1,0.4119428470656108,1.2982746190052512,3,31,24
1017,8.95844562124353,4,1,1,0.8021391756262646,0.4746767411228686,2,30,16
1018,7.95773477752337,2,1,0,3.8271908417431306,2.6068798611662958,2,24,6
1019,7.957017970203557,3,1,1,0.09620825467323604,0.3230147259037957,2,28,15
1020,6.956295201467611,4,0,1,1.9525694895586334,2.6499359140038314,3,35,10
1021,8.955566473517212,2,0,0,0.7290847053528144,0.78965343712873,3,30,24
1022,11.954831788572191,3,0,1,1.2725118851239832,0.0034899570402313895,0,23,17
1023,7.9540911488705275,2,0,0,4.183057286484651,1.5674947344056576,3,28,2
1024,9.953344556668336,2,0,1,0.7384365091243523,0.927569257955133,1,37,25
1025,6.952592014239867,3,0,1,0.12115323007414772,0.6514922002529976,3,37,11
1026,7.951833523877495,3,4,0,2.1117015689583893,1.7253461849457317,2,25,17
1027,10.951069087891714,3,0,1,0.36899354051813443,1.0260618850270422,3,25,6
1028,5.950298708611126,2,1,1,2.8273388590137927,0.8739637777893063,3,23,13
1029,8.949522388382444,1,4,1,0.10258922428007025,3.5948145463111496,3,30,7
1030,7.948740129570471,4,3,0,0.3105008868247377,0.21668821752724138,1,25,21
1031,5.947951934558104,0,3,0,4.13302242451763,1.2681982903330478,1,28,11
1032,3.9471578057463206,5,1,3,2.5469115855153626,0.7086834795927717,1,32,13
1033,10.946357745554177,5,2,0,0.2963490890762076,0.8399189872832187,1,37,12
1034,5.945551756418793,0,2,2,1.7978250722755589,1.4578434822030273,3,34,0
1035,8.944739840795354,2,3,1,0.10829394131254833,6.399105475945878,2,37,20
1036,9.943922001157093,2,2,1,0.20616283903103277,2.6912005156146668,2,20,0
1037,3.943098239995292,2,4,3,0.2414803074866859,0.5364208130480521,2,24,27
1038,7.942268559819272,3,0,3,0.05297437136658945,2.124074816047379,2,37,2
1039,9.941432963156382,2,0,1,0.7953360083859502,0.41758493749183645,3,35,16
1040,9.940591452551994,4,2,2,0.5944334709089575,5.4132161313068945,1,34,15
1041,8.939744030569493,4,2,1,1.068724643827493,1.3784811682631959,3,35,17
1042,3.938890699790278,1,1,0,1.4004753910544825,7.473079099977925,1,25,29
1043,7.938031462813739,3,1,3,1.0856509548703765,2.7144590554244625,0,35,11
1044,5.937166322257262,3,1,1,0.39165964045214785,4.4825240172757645,0,20,9
1045,9.936295280756216,2,3,2,0.10350337318144982,0.4939554508833164,3,30,0
1046,4.935418340963943,5,1,1,1.5802071421692205,4.826274349943954,1,20,6
1047,13.934535505551754,3,0,0,0.4437449716936602,0.5254040670900255,0,20,14
1048,4.933646777208919,4,2,1,0.34051727065111437,9.340970996542174,1,29,6
1049,5.932752158642659,3,4,0,1.4073824326342232,0.8209048403418853,0,25,13
1050,9.931851652578137,3,0,0,0.6998098545499238,2.880431415219957,0,28,29
1051,6.93094526175845,6,0,1,0.2745731309477729,1.976852261418298,0,32,19
1052,9.930032988944623,0,4,0,1.7457253924814355,1.6279534371880986,0,25,17
1053,6.929114836915597,4,3,2,1.970224502989236,1.399303093138633,1,28,3
1054,3.92819080846822,4,0,0,5.062822660914487,1.2097645226037557,0,20,3
1055,6.927260906417246,0,1,3,0.7573054986248272,0.9032020481816666,1,34,24
1056,5.926325133595316,1,3,1,0.04483385910308623,2.2733119759375526,0,25,24
1057,9.925383492852959,1,3,0,0.8739234886678592,10.370901450077081,0,23,4
1058,8.92443598705857,3,0,3,0.02823576491157485,2.788115309936935,0,27,6
1059,7.923482619098422,2,1,0,3.538280910163853,3.536167208818866,1,37,22
1060,9.922523391876638,3,3,1,0.2305741769935939,2.655058800641457,2,26,2
1061,16.921558308315188,0,1,1,3.1146792491470223,1.8127135760218216,1,29,24
1062,6.920587371353886,4,2,1,3.5953643641374784,4.247217141602946,3,37,14
1063,9.919610583950373,8,2,1,1.7924242144719085,0.9758157318679386,3,23,2
1064,5.918627949080115,7,5,4,0.10962699415306613,0.7976498328282382,2,28,10
1065,8.917639469736386,3,5,0,0.9807252477675414,1.210621178607678,3,30,11
1066,4.916645148930266,4,3,2,0.5248370104099895,2.1613718664469492,2,27,22
1067,7.91564498969063,2,4,2,2.059181389465465,0.00024093827307400932,1,37,6
1068,11.914638995064134,3,4,1,0.43181217452306375,4.506812896449854,3,34,15
1069,5.913627168115215,2,2,1,0.7201439321140876,0.9030457708948145,0,24,8
1070,4.912609511926071,2,0,0,1.0231104159293667,2.295631775774747,0,23,10
1071,7.91158602959666,8,0,0,0.04315286189062383,0.13468740748097177,1,30,6
1072,8.910556724244687,3,1,0,1.1264919607179418,1.4124414199069135,2,27,20
1073,6.909521599005595,0,0,1,0.5063965387400063,0.17576806962730454,1,21,9
1074,9.908480657032554,5,4,1,0.9039282340394494,0.028344800849545243,0,22,26
1075,8.907433901496454,2,1,0,0.1600039810227479,3.88096864317474,2,39,17
1076,6.906381335585894,2,1,0,0.49104409681689365,1.2971087975549258,3,26,28
1077,3.9053229625071726,3,6,0,1.0461509281852448,4.214831631534213,2,37,25
1078,6.904258785484277,9,2,0,1.017181509678612,1.0286526988492315,2,31,29
1079,7.903188807758877,2,0,0,0.20631596467893945,2.6086927304549565,1,26,12
1080,5.902113032590307,3,3,0,0.6427508771476403,0.24757901592570525,1,23,0
1081,8.901031463255567,5,4,1,0.8795201036278788,0.5282885758740808,2,20,5
1082,9.899944103049306,1,2,0,0.10165690081853725,1.5933544240297384,0,35,14
1083,4.898850955283808,3,3,0,1.0976663096519979,1.4518631824816581,3,21,14
1084,2.8977520232889935,3,2,0,0.3163200672852371,0.5397809298739846,3,25,24
1085,5.896647310412399,3,3,0,3.0339944770521927,5.115578184070424,2,20,18
1086,6.895536820019172,2,1,1,0.37526164052792715,0.8360790988066468,0,26,27
1087,5.894420555492058,2,4,0,1.8577847811894914,1.39367490588419,1,27,16
1088,4.893298520231393,6,3,0,1.0471890133417214,1.0287872292081885,1,27,0
1089,6.892170717655091,4,4,1,1.387541843982982,13.489138415566755,0,21,24
1090,5.891037151198634,1,3,1,2.784435113495527,1.0641015538658862,0,30,14
1091,10.889897824315062,4,2,2,2.259177056630399,0.7682164049917342,1,32,24
1092,11.888752740474962,6,1,0,0.16400827386612735,5.932227436047704,1,39,13
1093,4.887601903166459,4,2,2,3.257083101934909,0.4280975263844778,1,28,28
1094,7.886445315895202,2,0,1,0.1791387069040133,6.258618218313032,1,25,5
1095,6.885282982184357,2,4,1,0.45644008320105006,2.101331597134399,3,35,2
1096,3.8841149055745934,4,2,0,0.8886222337013749,0.6313585404494616,0,23,13
1097,7.882941089624076,2,1,1,3.2499512458624533,0.7258601573552447,2,20,12
1098,5.881761537908451,5,2,1,1.184010436725192,3.1029429031292737,1,26,8
1099,9.880576254020838,4,1,2,2.494860454187285,0.10041132267267655,0,35,20
1100,9.879385241571818,4,3,1,3.411015320146451,3.1421646288414715,1,23,11
1101,7.878188504189419,3,1,3,1.656301610577009,0.9273383259986817,2,33,14
1102,8.876986045519113,1,0,2,0.7891207379415567,4.128930177944289,3,33,23
1103,2.8757778692237954,2,3,0,0.5892551724620245,0.33368698691930154,0,34,19
1104,10.874563978983783,4,1,1,0.38617971214148195,0.7163753441670986,1,36,0
1105,5.873344378496795,3,0,1,0.8477043912590035,1.4451472192665178,2,26,10
1106,8.872119071477947,4,0,0,0.059073986283894736,5.28422746887191,0,22,13
1107,7.870888061659734,1,4,0,0.3107560134715663,0.8355212631536645,3,22,1
1108,3.8696513527920287,5,1,1,0.5324193453158984,4.641349882414685,0,37,7
1109,7.86840894864206,0,6,0,2.3038987249874823,0.2691115508792952,2,22,10
1110,9.867160852994404,5,2,0,0.5661292275575814,0.47663930844636315,3,38,19
1111,8.865907069650978,2,1,0,0.32857269726503563,0.42981084645627243,3,23,11
1112,5.864647602431024,2,3,0,1.831729792248988,2.373219830596182,2,35,26
1113,7.863382455171098,2,1,0,3.4409990368841004,1.2302893571291738,1,36,16
1114,11.862111631725057,2,3,0,1.7888344500518307,4.977845385751526,3,26,20
1115,9.860835135964049,2,2,1,0.16129401627031095,1.6630627491815613,1,24,11
1116,4.859552971776503,1,3,2,0.46337801870117845,4.549794413506354,2,34,19
1117,4.858265143068112,3,3,0,1.108256889186307,0.6871931683546553,3,34,9
1118,4.856971653761827,5,3,2,0.26181026199533924,6.695267620810036,2,21,20
1119,7.8556725077978395,3,3,1,1.214637605306864,2.518859803114381,1,37,2
1120,9.854367709133575,4,1,3,0.32306863242698114,1.761250815331923,3,29,3
1121,6.8530572617436745,0,2,1,0.938928070797903,2.346577487514774,2,39,23
1122,4.85174116961999,2,5,3,1.4721223479238381,6.2250961154134785,3,33,21
1123,10.850419436771563,5,0,2,1.854700887768501,1.0484568173147473,0,21,4
1124,7.8490920672246265,1,2,0,1.9346819477070023,0.705341618294115,2,29,26
1125,4.847759065022574,1,5,0,1.7886899802962462,0.7039878283302068,2,27,15
1126,7.846420434225962,3,1,1,0.17694993695945307,9.00488080724519,2,31,28
1127,5.8450761789124925,0,1,1,5.447628243818433,1.0293212597005177,1,34,9
1128,5.843726303177001,4,5,0,1.7748957891540196,5.383004106016038,0,28,3
1129,5.842370811131443,5,3,2,0.13195593653644594,0.36966451034581727,0,36,11
1130,6.841009706904881,1,3,0,1.4350751186721604,1.4080153286385257,2,22,14
1131,10.839642994643475,3,0,0,0.7618565538115522,2.414026549328471,1,24,25
1132,9.838270678510469,3,1,0,0.6702665990101832,8.277030635252347,1,29,1
1133,3.8368927626861744,3,0,0,1.354689700867027,2.8275762774959667,2,24,0
1134,8.835509251367963,5,2,1,0.22055717835209998,0.004903152701712846,2,24,26
1135,6.834120148770248,1,1,0,8.9621283964079,3.569280561554482,1,28,19
1136,8.832725459124479,5,1,1,0.943591306539221,2.623168507464827,1,24,12
1137,6.8313251866791225,6,1,0,1.0835615429419276,0.5118920602228393,3,33,17
1138,5.82991933569965,3,0,1,0.6644659812853011,2.42193298283457,0,28,8
1139,6.828507910468527,4,1,0,1.1174452882695525,6.496891427510604,2,38,14
1140,9.827090915285202,4,1,2,1.3088163374549078,0.011317184104303043,1,25,17
1141,8.825668354466085,4,5,4,0.5086522578650264,9.162892061753196,1,23,1
1142,11.824240232344547,4,3,4,0.7440651741233654,0.878210288383946,0,23,21
1143,5.82280655327089,3,7,1,0.3542065720129804,2.3380795300839625,0,34,21
1144,6.821367321612354,2,1,2,1.7738393349827422,0.8128509378666037,3,24,19
1145,5.819922541753087,2,0,0,1.604429639744134,3.2815525195454223,2,32,18
1146,6.818472218094137,4,2,0,1.9987905443959018,1.8133311109063144,0,32,29
1147,7.817016355053443,3,1,2,1.4561517731342593,0.7626626542880827,2,38,3
1148,7.815554957065817,3,0,2,0.02436770296388803,1.7500241168839228,0,24,20
1149,6.81408802858293,2,3,4,0.2545674291059691,1.083257198911871,2,33,23
1150,3.8126155740733,7,1,0,0.5904299616939034,0.7180822963164459,3,34,17
1151,4.811137598022279,3,0,2,0.320177706839986,2.246104006894175,2,37,13
1152,12.809654104932038,7,2,0,0.9103717579122376,2.5419825162615215,2,27,12
1153,5.808165099321557,2,0,3,2.7407469064414074,0.37847472381226255,1,36,28
1154,6.806670585726602,1,2,1,1.6075310435061254,6.618276700054366,2,37,25
1155,6.8051705686997215,4,1,1,0.3719898519414127,0.0166855539991613,1,27,21
1156,6.803665052810228,1,4,1,0.6081395769694508,0.8106401861676326,0,33,6
1157,6.802154042644183,3,3,1,0.06402046988205576,1.0514995646730323,1,24,13
1158,5.800637542804387,5,2,0,0.0075099882010337396,0.17187507329341073,1,37,18
1159,9.79911555791036,2,0,1,0.6643422985690307,0.23578479431198218,1,26,12
1160,5.7975880925983345,6,5,2,1.5620620972459809,4.700463078055622,0,37,20
1161,11.796055151521232,1,2,1,2.3662833719948844,1.1229036158347128,2,38,12
1162,7.794516739348657,3,2,2,0.6776544106564378,1.1363112273852165,2,38,13
1163,11.79297286076688,3,3,0,0.23851316847461923,2.916741623841065,0,35,17
1164,7.791423520478826,2,2,1,0.3635572166251873,3.220950727635052,2,34,18
1165,7.78986872320405,0,0,1,0.7075766737522156,3.073381844575339,2,30,1
1166,11.788308473678736,4,4,1,1.2583756893016786,1.5821111973426216,3,21,9
1167,8.786742776655675,4,1,2,0.9392429869865432,3.0662528826363946,2,26,10
1168,7.785171636904251,3,2,0,2.20371821817029,6.44083456315105,3,20,12
1169,10.783595059210429,7,2,1,0.022433793350900913,0.36205793706601797,2,24,16
1170,7.782013048376736,1,4,1,5.813148323437516,2.138190421518315,0,34,7
1171,7.780425609222253,5,5,0,3.177580767962675,5.274415760472912,2,38,18
1172,8.778832746582594,1,1,1,0.19450831262796306,8.431797177552685,2,26,6
1173,3.7772344653098973,3,2,0,0.05923909634343668,0.23014585710231478,3,36,2
1174,1.7756307702728027,3,1,1,1.1537217336279666,7.480588444350938,1,26,22
1175,6.774021666356443,6,2,0,1.5335904715341153,3.2407176003241513,1,38,7
1176,6.772407158462429,3,1,2,0.773858508497007,3.2242264897270734,2,34,27
1177,5.770787251508832,6,0,2,0.3913175087045728,0.39916768082900095,1,34,29
1178,9.769161950430167,5,2,1,1.2231642559985119,2.1440490379568846,3,36,14
1179,8.767531260177387,1,4,0,1.2121832638862144,1.1101458038050451,2,33,5
1180,11.765895185717854,1,2,0,0.19267047990377265,2.2020886622544293,2,22,8
1181,8.764253732035336,2,3,0,1.9282464723763841,3.342769501433209,1,39,16
1182,5.762606904129985,1,3,0,1.6612076170218666,0.506502317942198,3,23,0
1183,5.760954707018324,6,2,0,0.10636951811522291,0.41500504126798454,2,24,17
1184,5.759297145733233,5,4,0,0.7449094002389414,1.103412890379978,1,27,13
1185,11.757634225323931,6,2,0,0.5998840425930496,2.5702976020345485,0,26,14
1186,10.75596595085596,1,4,0,0.744929311389776,2.8006288593409074,1,34,19
1187,4.754292327411178,2,1,2,0.7423006019458861,2.346514083188822,3,31,12
1188,4.752613360087727,0,2,1,0.8909269126897434,4.734050041018085,0,33,21
1189,7.750929054000036,2,3,0,0.3895541558957346,3.318721310806154,1,31,24
1190,8.749239414278792,3,0,2,0.7610276353067792,1.7565125513679305,0,34,20
1191,5.747544446070931,5,2,1,0.12575895018987776,1.6469629007965945,2,34,8
1192,5.745844154539619,3,1,2,0.23330403060066918,3.995049687623195,2,27,4
1193,7.744138544864241,5,3,1,0.11058067601810702,5.384741767321549,1,38,17
1194,8.74242762224038,2,4,1,0.24721131183191927,4.727591729492351,3,31,8
1195,4.740711391879799,4,2,0,0.00520839733784636,1.71466419471056,3,30,8
1196,4.738989859010438,2,0,0,0.046277894330720826,2.1639468842577037,3,37,6
1197,6.737263028876383,4,1,2,1.9113003082129914,3.858101484453811,2,24,3
1198,7.735530906737857,1,1,0,0.2664639335576499,2.1650109684299284,1,26,4
1199,5.733793497871206,1,1,1,0.880737656706271,0.6367936369188903,2,37,0
1200,7.732050807568878,2,2,0,0.5551465765113769,5.446528849739234,2,27,21
1201,11.730302841139409,3,1,1,0.47883514937683025,1.6999045213819162,2,32,24
1202,8.72854960390741,3,0,1,2.3347424425833494,10.052729314236137,2,34,14
1203,3.7267911012135437,3,0,1,0.7991701554650742,2.014377477295549,1,24,25
1204,8.725027338414515,6,2,3,0.8728022420395212,1.2232161648294908,3,34,28
1205,7.723258320883052,2,1,2,0.7374392902302825,0.5997449672344601,3,21,21
1206,8.721484054007888,4,2,2,0.3759087044075506,1.0574374925805694,3,24,8
1207,8.719704543193746,3,1,1,1.3795767559668448,0.6231150195151681,2,22,26
1208,7.717919793861329,1,1,0,0.05799457285881354,6.365820121366803,1,23,1
1209,9.716129811447288,2,1,0,0.3966635159104451,2.2938142963048884,0,25,20
1210,5.714334601404225,2,1,1,1.299935032356128,4.289604610366931,2,34,11
1211,3.7125341692006564,0,0,0,0.040785916092116,0.5839146211573654,3,23,2
1212,6.710728520321013,0,1,0,0.03125279247852504,0.16021864077500864,2,23,22
1213,6.708917660265614,6,2,1,0.5597210976565851,1.357100267239265,3,21,1
1214,9.707101594550656,2,2,0,0.347105419549969,6.881276998685658,0,34,0
1215,8.705280328708184,3,1,0,1.448615713549842,0.2999336775343021,1,35,9
1216,10.703453868286095,1,1,0,1.6924238946709087,3.8849410679944523,1,33,22
1217,6.701622218848103,7,3,0,0.04429521977206135,0.15256295317221275,3,27,7
1218,5.699785385973728,3,0,0,0.6880802606837946,0.45135899132059254,1,39,5
1219,6.6979433752582835,2,2,0,3.442176698767088,3.2728604755370796,1,38,18
1220,4.696096192312853,2,0,1,0.45044028669912395,0.5924230799236156,2,39,25
1221,4.6942438427642745,3,2,0,0.2632178955221393,0.05569813783629815,0,32,18
1222,11.692386332255127,4,2,0,0.8840120534674395,0.6192296887892249,0,24,2
1223,6.690523666443712,2,0,1,0.7194017793158947,3.2992036577149704,0,37,26
1224,6.688655851004031,4,2,2,0.29740013952377886,1.8991395445104522,0,35,20
1225,8.686782891625771,3,0,0,0.308613570231426,1.9809167207638667,0,33,25
1226,5.684904794014295,4,1,2,1.3927390527297505,1.32090720488389,3,24,29
1227,8.683021563890613,5,3,0,0.4679589170801619,0.3940509711702368,2,34,12
1228,7.681133206991369,2,2,0,5.124855411419664,0.6069266521998565,2,38,19
1229,7.679239729068827,3,1,1,0.4106499187001504,0.5118741621539076,1,23,27
1230,10.677341135890849,2,2,1,0.9525939081750778,3.070465617603114,3,39,9
1231,7.6754374332408775,3,5,1,0.09112288375035009,4.694791548252057,2,26,9
1232,6.673528626917923,2,0,0,0.9287719373245557,0.6779689824079698,3,36,24
1233,8.67161472273654,3,4,1,0.7407784073678428,0.4734360122137562,1,31,13
1234,7.669695726526814,4,2,1,0.515735169235666,0.7248769292443892,2,38,0
1235,5.667771644134336,8,3,1,0.6737524400436579,6.983521616968446,3,34,29
1236,8.6658424814202,1,2,0,0.23589928635439994,0.6007879159383388,2,28,12
1237,8.663908244260966,3,3,1,2.059295960400056,2.927710122042935,0,23,24
1238,4.6619689385486565,3,1,2,3.058062877130081,0.3103389093908262,3,24,11
1239,8.660024570190735,3,2,0,2.1804662137784243,2.6989688615948486,3,22,23
1240,7.658075145110083,2,4,1,1.9609122234347385,0.70100117496253,1,21,5
1241,10.65612066924499,6,3,1,0.9539081669093891,4.537740279878442,3,34,8
1242,11.654161148549123,1,3,1,0.487124303996127,0.058749561358581205,1,31,5
1243,4.6521965889915275,3,1,0,0.22639860427245734,1.734157353657226,1,34,22
1244,6.65022699655659,5,2,1,2.0560654506039486,2.72152547457758,3,36,19
1245,8.648252377244031,5,3,0,0.053320712354985644,3.401604882011812,1,32,5
1246,9.646272737068884,3,3,3,0.23962410170068535,5.765294299270999,3,29,12
1247,6.644288082061475,3,2,0,0.6164601986998356,2.4577631238731508,1,21,2
1248,17.64229841826741,3,3,0,0.259732948255664,0.3441518972284158,2,28,27
1249,7.640303751747544,4,3,2,1.0495870694451381,3.214020387632668,0,32,4
1250,3.6383040885779834,2,2,0,1.5455565539170715,1.8771919240411759,2,37,9
1251,10.636299434850047,1,3,1,2.87746887159957,0.2623382173501877,2,26,19
1252,7.634289796670258,6,0,1,0.2835401509673583,0.3780852576826199,2,34,15
1253,7.63227518016032,3,3,2,0.39356232282698106,4.406097162036854,0,35,19
1254,8.630255591457109,5,1,2,1.5136308407536339,2.084116720790635,3,24,17
1255,6.628231036712639,4,3,1,0.29361482722384946,0.4294166682142381,1,31,21
1256,5.626201522094055,3,2,2,0.5810629154599215,3.883429611908879,3,24,18
1257,9.624167053783612,3,2,0,1.680289624981808,2.207619869210387,3,37,22
1258,5.622127637978653,2,2,1,0.5656204336551415,0.4579539148153878,3,31,24
1259,9.620083280891592,2,2,2,0.18982953729188867,1.4935625140618796,0,29,11
1260,6.618033988749895,2,0,1,0.3767643315289089,6.610401208422413,1,38,14
1261,9.61597976779606,2,3,0,0.10118153588359156,3.480616599157983,1,31,0
1262,9.613920624287605,2,2,1,1.3456522929823282,1.2228557921992609,0,27,21
1263,9.611856564497032,3,1,0,0.056293726587987675,0.013232437912286375,0,20,6
1264,6.609787594711828,5,0,1,1.0241336611762626,0.6403438407536153,3,33,24
1265,10.607713721234434,3,5,3,3.5961042108841603,0.4986959402931351,1,29,27
1266,5.605634950382229,2,1,0,2.3582518367119056,1.1858333599524304,2,21,3
1267,3.6035512884875085,5,2,0,0.09088581743680298,5.353527463481536,1,36,14
1268,6.601462741897467,4,4,0,1.5041447584155418,0.4960990842512517,0,37,15
1269,7.599369316974181,5,3,1,1.4057922057882106,0.12755890279969362,0,29,6
1270,9.597271020094587,7,0,0,0.42524730727704085,0.35198397815584537,2,22,27
1271,9.595167857650457,3,1,0,0.13892765691936723,1.477442899853113,2,28,7
1272,7.5930598360483925,2,0,0,2.3095821459294514,0.17466068801143955,1,38,21
1273,5.5909469617097916,2,2,2,0.9697434956287222,2.0327946957146725,1,39,20
1274,10.588829241070837,4,3,1,1.4384327126706282,0.8001793196895818,1,28,15
1275,12.58670668058247,3,3,2,0.734554233135046,1.1746077777191752,3,30,17
1276,4.584579286710381,2,2,1,0.3017866075809914,0.42419044859061383,1,30,16
1277,6.58244706593498,3,2,1,0.3618912609472363,3.4233585557501875,1,26,11
1278,8.58031002475138,9,3,2,0.9184139847753179,1.2005691722055987,1,31,29
1279,4.5781681696693814,1,0,0,0.32074068553585383,0.30577215735630114,2,25,2
1280,9.576021507213444,5,2,0,0.610344934503103,1.1217660995617418,1,23,15
1281,10.573870043922675,7,2,1,0.09278127946478458,10.265021251894419,2,24,7
1282,9.571713786350804,4,2,2,6.4857154738824425,3.1289777819536813,0,25,4
1283,4.569552741066166,1,5,0,1.1506727260568115,5.0870434491747,3,39,11
1284,6.56738691465168,2,2,2,0.18946843927574963,5.563102883824978,2,20,25
1285,4.565216313704828,3,1,1,0.16726390323774212,1.9897727281929045,1,25,4
1286,8.563040944837637,9,1,3,0.7923159192518355,2.0347693248593917,2,38,8
1287,6.560860814676659,2,4,3,0.03009303134749941,5.928721201580202,1,35,8
1288,6.5586759298629485,1,2,2,0.6373099660120239,5.164431281432281,3,22,8
1289,10.556486297052043,1,1,1,3.478664503955709,3.150143636616583,3,35,27
1290,9.554291922913942,1,1,0,2.080368128245079,4.314369165936686,2,35,28
1291,9.552092814133092,1,0,1,3.1904117697890304,3.3811578802975566,3,32,7
1292,6.549888977408359,7,4,1,0.14134243858856507,0.9198277144679776,3,31,25
1293,5.5476804194530125,2,2,0,0.5559871850519127,0.32181626846797884,2,36,7
1294,8.545467146994703,2,3,0,0.9716104349074918,3.1575279101463947,3,27,1
1295,9.54324916677544,3,1,0,1.5287115232142037,5.9012523850759235,1,21,17
1296,11.541026485551578,2,2,1,0.5979952864721169,9.602912324314776,2,26,20
1297,5.53879911009379,5,3,1,0.4609441502879798,0.12526811850405076,3,38,21
1298,5.536567047187047,2,0,1,0.4367238325675057,2.5322908014759475,1,23,14
1299,7.5343303036305995,3,4,0,1.8696642928575924,2.4015917316912736,3,32,20
1300,8.532088886237956,2,2,2,0.5771728663215965,1.151756373036008,1,25,29
1301,5.529842801836864,2,0,2,0.01973675315861813,2.0105400310341848,0,32,15
1302,10.527592057269285,4,1,2,1.76473539345812,1.5210814741809977,1,38,15
1303,7.525336659391377,2,1,0,0.21113278224309873,6.4619265882645704,0,20,23
1304,7.5230766150734745,2,2,1,1.1873149955004323,0.8886725405508276,0,29,26
1305,3.520811931200062,8,1,0,0.03588922069671751,0.49402020619826353,2,38,0
1306,10.518542614669762,4,1,0,0.5872403330317087,2.795508068639123,0,39,5
1307,7.516268672395305,4,1,2,0.730417517667257,0.8416052458322586,0,24,29
1308,9.513990111303514,4,3,1,4.33798166597547,0.14326974683125923,1,22,9
1309,9.51170693833528,2,2,3,0.1107622447911745,4.04229393698344,3,35,25
1310,10.509419160445544,6,1,3,1.6708530620240711,0.9810054334762185,3,37,13
